Entry	Entry name	Gene names
Q80UU9	PGRC2_MOUSE	Pgrmc2
P49817	CAV1_MOUSE	Cav1 Cav
Q9CQW9	IFM3_MOUSE	Ifitm3
P63024	VAMP3_MOUSE	Vamp3 Syb3
Q9CQW1	YKT6_MOUSE	Ykt6
A0A0J9YTY0	A0A0J9YTY0_MOUSE	Septin11 Sept11
A0A0R4J1G9	A0A0R4J1G9_MOUSE	Steap3
O09044	SNP23_MOUSE	Snap23 Sndt
F7DBB3	F7DBB3_MOUSE	
O54724	CAVN1_MOUSE	Cavin1 Ptrf
D3YVM2	D3YVM2_MOUSE	Tmem59
Q5Y5T1	ZDH20_MOUSE	Zdhhc20
Q811D0	DLG1_MOUSE	Dlg1 Dlgh1
A0A140LIU9	A0A140LIU9_MOUSE	Tspo
Q80Z96	VANG1_MOUSE	Vangl1 Lpp2
Q6P9J9	ANO6_MOUSE	Ano6 Tmem16f
Q63918	CAVN2_MOUSE	Cavin2 Sdpr Sdr
Q3UL36	ARGL1_MOUSE	Arglu1
Q924U4	Q924U4_MOUSE	Cav2
Q03145	EPHA2_MOUSE	Epha2 Eck Myk2 Sek2
P18572	BASI_MOUSE	Bsg
Q62371	DDR2_MOUSE	Ddr2 Ntrkr3 Tkt Tyro10
P47738	ALDH2_MOUSE	Aldh2 Ahd-1 Ahd1
E9Q9C3	E9Q9C3_MOUSE	Afdn
O54962	BAF_MOUSE	Banf1 Baf Bcrp1 L2bp1
A0A1B0GRR3	A0A1B0GRR3_MOUSE	Rps11
A0A0A0MQM0	A0A0A0MQM0_MOUSE	Eif5a
Q3T9E4	TGTP2_MOUSE	Tgtp2 Ifggb6 Irgb6 Mg21 Tgtp
E9Q616	E9Q616_MOUSE	Ahnak
Q8CIB5	FERM2_MOUSE	Fermt2 Plekhc1
P43275	H11_MOUSE	H1-1 H1a H1f1 Hist1h1a
Q9ESU7	Q9ESU7_MOUSE	Slc1a5
A0A338P6B4	A0A338P6B4_MOUSE	Polr2h
P50544	ACADV_MOUSE	Acadvl Vlcad
P23242	CXA1_MOUSE	Gja1 Cxn-43
E9Q3N1	E9Q3N1_MOUSE	Slc7a1
Q8JZM0	TFB1M_MOUSE	Tfb1m
Q8C0J6	SWAHC_MOUSE	Sowahc Ankrd57
Q922W5	P5CR1_MOUSE	Pycr1
P47962	RL5_MOUSE	Rpl5
P70453	PDE7A_MOUSE	Pde7a
P45952	ACADM_MOUSE	Acadm
Q8VCV2	Q8VCV2_MOUSE	Ndrg3
A0A498WFS2	A0A498WFS2_MOUSE	Ubxn1
A2A6U3	A2A6U3_MOUSE	Septin9 Sept9
F8WHG5	F8WHG5_MOUSE	Akt2
Q6ZQI3	MLEC_MOUSE	Mlec Kiaa0152
Q3UXD9	Q3UXD9_MOUSE	Pecr
Q9CQU0	TXD12_MOUSE	Txndc12 Tlp19
Q99JR1	SFXN1_MOUSE	Sfxn1
B0QZX9	B0QZX9_MOUSE	Dcakd
Q02013	AQP1_MOUSE	Aqp1
Q8JZQ9	EIF3B_MOUSE	Eif3b Eif3s9
P10922	H10_MOUSE	H1-0 H1f0 H1fv
Q3THW5	H2AV_MOUSE	H2az2 H2afv H2av
A7YY80	A7YY80_MOUSE	Epb41l3 Epb4.1l3
Q5SS83	Q5SS83_MOUSE	Flot2
V9GXA5	V9GXA5_MOUSE	Trps1
Q91YT8	CSCL1_MOUSE	Tmem63a Kiaa0792
A0A2U3TZ82	A0A2U3TZ82_MOUSE	Triobp
A2AVJ7	A2AVJ7_MOUSE	Rrbp1
P0CL69	ZN703_MOUSE	Znf703 Zeppo1 Zfp703 Zpo1
P03888	NU1M_MOUSE	Mtnd1 mt-Nd1 Nd1
Q9EQ06	DHB11_MOUSE	Hsd17b11 Dhrs8 Pan1b
P54818	GALC_MOUSE	Galc
Q9JHS4	CLPX_MOUSE	Clpx
A2ATL1	A2ATL1_MOUSE	Fam171a1
Q62093	SRSF2_MOUSE	Srsf2 Pr264 Sfrs10 Sfrs2
Q04750	TOP1_MOUSE	Top1 Top-1
Q80WJ7	LYRIC_MOUSE	Mtdh Lyric
Q80UP8	S20A2_MOUSE	Slc20a2 Pit2
P63094	GNAS2_MOUSE	Gnas Gnas1 MNCb-5546
A0A1B0GRX7	A0A1B0GRX7_MOUSE	Cyth2
Q9CZE3	RAB32_MOUSE	Rab32
G5E829	AT2B1_MOUSE	Atp2b1
P82349	SGCB_MOUSE	Sgcb
P70280	VAMP7_MOUSE	Vamp7 Sybl1
Q91XC0	AJUBA_MOUSE	Ajuba Jub
F6Y3V0	F6Y3V0_MOUSE	Ptprf
A2ACM0	A2ACM0_MOUSE	Rptor
Q8R349	CDC16_MOUSE	Cdc16 Anapc6
Q9DBL1	ACDSB_MOUSE	Acadsb
Q99LH2	PTSS1_MOUSE	Ptdss1 Pssa
G3UY29	G3UY29_MOUSE	Rab11b
Q8VDP4	CCAR2_MOUSE	Ccar2
D3Z3E8	D3Z3E8_MOUSE	Mov10
Q61768	KINH_MOUSE	Kif5b Khcs Kns1
A0A0G2JDW7	A0A0G2JDW7_MOUSE	Rps27
Q8BVY0	RL1D1_MOUSE	Rsl1d1
Q8BUU7	Q8BUU7_MOUSE	Galk2
P08752	GNAI2_MOUSE	Gnai2 Gnai-2
Q91VS7	MGST1_MOUSE	Mgst1
Q00993	UFO_MOUSE	Axl Ark Ufo
Q9DBE8	ALG2_MOUSE	Alg2 MNCb-5081
O70318	E41L2_MOUSE	Epb41l2 Epb4.1l2
A0A0G2JDL3	A0A0G2JDL3_MOUSE	Cdk5
Q62347	Q62347_MOUSE	Creb1
A0A2I3BPY7	A0A2I3BPY7_MOUSE	Rai14
P08249	MDHM_MOUSE	Mdh2 Mor1
E9QMD3	E9QMD3_MOUSE	Zfhx3
P67984	RL22_MOUSE	Rpl22
Q8K4X7	PLCD_MOUSE	Agpat4
P62071	RRAS2_MOUSE	Rras2
Q9QZD9	EIF3I_MOUSE	Eif3i Eif3s2 Trip1
D3YXK1	SAMD1_MOUSE	Samd1
A0A087WQE6	A0A087WQE6_MOUSE	Eloc Tceb1
Q9Z1Z0	USO1_MOUSE	Uso1 Vdp
Q08024	PEBB_MOUSE	Cbfb Pebp2b Pebpb2
A0A2I3BRK6	A0A2I3BRK6_MOUSE	Eny2 ENY2
Q08509	EPS8_MOUSE	Eps8
P09103	PDIA1_MOUSE	P4hb Pdia1
Q8BP92	RCN2_MOUSE	Rcn2
Q8R1L4	ERD23_MOUSE	Kdelr3
B0V2N1	PTPRS_MOUSE	Ptprs
A0A5K1VVP6	A0A5K1VVP6_MOUSE	Tet3
A0A0N4SW73	A0A0N4SW73_MOUSE	Rab11fip5
Q8CGP2	H2B1P_MOUSE	Hist1h2bp
Q9DC51	GNAI3_MOUSE	Gnai3
Q91WL8	WWOX_MOUSE	Wwox Wox1
B2RXS4	PLXB2_MOUSE	Plxnb2
P20664	PRI1_MOUSE	Prim1
Q8VDZ4	ZDHC5_MOUSE	Zdhhc5 Kiaa1748
Q8K0U4	HS12A_MOUSE	Hspa12a Kiaa0417
Q9Z2Z6	MCAT_MOUSE	Slc25a20 Cac Cact
Q91WK2	EIF3H_MOUSE	Eif3h Eif3s3
Q9QYA2	TOM40_MOUSE	Tomm40 Mom35 Tom40
Q5EBG6	HSPB6_MOUSE	Hspb6 Gm479
Q8VCR7	ABHEB_MOUSE	Abhd14b Cib
Q9D3B1	HACD2_MOUSE	Hacd2 Ptplb
E9PVB5	TTC17_MOUSE	Ttc17
O35963	RB33B_MOUSE	Rab33b
Q9JI39	ABCBA_MOUSE	Abcb10
Q8R326	PSPC1_MOUSE	Pspc1 Psp1
Q501J7	PHAR4_MOUSE	Phactr4 Kiaa4120
Q7TT50	MRCKB_MOUSE	Cdc42bpb Kiaa1124
A0A0R4J1I5	A0A0R4J1I5_MOUSE	Foxp4
P62082	RS7_MOUSE	Rps7
P50580	PA2G4_MOUSE	Pa2g4 Ebp1 Plfap
Q8CHH9	SEPT8_MOUSE	Septin8 Kiaa0202 Sept8
Q9Z0N1	IF2G_MOUSE	Eif2s3x
Q9CZD3	GARS_MOUSE	Gars1 Gars
Q9CR89	ERGI2_MOUSE	Ergic2
A0A1Y7VMH7	A0A1Y7VMH7_MOUSE	Kidins220
Q9QZK2	BCAR3_MOUSE	Bcar3 And34
E9PUQ9	E9PUQ9_MOUSE	Piezo1 Fam38a
Q62086	PON2_MOUSE	Pon2
Q99LE6	ABCF2_MOUSE	Abcf2
P43276	H15_MOUSE	H1-5 H1f5 Hist1h1b
Q3TQB2	FXRD1_MOUSE	Foxred1
Q9WUM3	COR1B_MOUSE	Coro1b
Q3V117	Q3V117_MOUSE	Acly
K3W4M2	K3W4M2_MOUSE	Ryr1
E9Q2S7	E9Q2S7_MOUSE	Zfp266
P46061	RAGP1_MOUSE	Rangap1 Fug1
Q8C0P0	GWL_MOUSE	Mastl Gw Gwl
B7ZDF7	B7ZDF7_MOUSE	Hdac5
Q6ZWY8	TYB10_MOUSE	Tmsb10 Ptmb10
Q8K2P7	S38A1_MOUSE	Slc38a1 Nat2 Snat1
E9Q390	E9Q390_MOUSE	Myof
E9Q5I9	E9Q5I9_MOUSE	Psmd13
Q99MN9	PCCB_MOUSE	Pccb
P21958	TAP1_MOUSE	Tap1 Abcb2 Ham-1 Ham1
Q64737	PUR2_MOUSE	Gart
Q6PCP3	Q6PCP3_MOUSE	Dusp16
P70365	NCOA1_MOUSE	Ncoa1 Src1
Q8C3W1	CA198_MOUSE	
E9PV41	E9PV41_MOUSE	Diaph1
P35235	PTN11_MOUSE	Ptpn11
P62301	RS13_MOUSE	Rps13
Q91ZA3	PCCA_MOUSE	Pcca
Q8R5J9	PRAF3_MOUSE	Arl6ip5 Aip5 Jwa Pra2 Praf3
Q8C4C9	Q8C4C9_MOUSE	Dnajb12
Q8BKX1	BAIP2_MOUSE	Baiap2
P36371	TAP2_MOUSE	Tap2 Abcb3 Ham-2 Ham2
Q8BU30	SYIC_MOUSE	Iars1 Iars
E0CYA3	E0CYA3_MOUSE	Ephb3
E9QAT4	SC16A_MOUSE	Sec16a Kiaa0310 Sec16
P16546	SPTN1_MOUSE	Sptan1 Spna2 Spta2
Q9ER67	Q9ER67_MOUSE	Maged2
Q8CI51	PDLI5_MOUSE	Pdlim5 Enh
Q8BGZ2	F168A_MOUSE	Fam168a Kiaa0280
P70699	LYAG_MOUSE	Gaa
Q9R1T2	SAE1_MOUSE	Sae1 Aos1 Sua1 Ubl1a1 Uble1a
Q8K0C1	IPO13_MOUSE	Ipo13 Kiaa0724
Q9CXL3	CG050_MOUSE	
E9Q1Y3	E9Q1Y3_MOUSE	Apob
Q08297	RAD51_MOUSE	Rad51 Rad51a Reca
Q5F2E8	TAOK1_MOUSE	Taok1 Kiaa1361
Q9CWR7	STEA1_MOUSE	Steap1 Steap
Q3TCH7	CUL4A_MOUSE	Cul4a
Q3ULD5	MCCB_MOUSE	Mccc2
Q9R233	TPSN_MOUSE	Tapbp Tapa
Q8C6B2	RTKN_MOUSE	Rtkn
P62259	1433E_MOUSE	Ywhae
D3YZ62	D3YZ62_MOUSE	Myo5a
Q9DCR2	AP3S1_MOUSE	Ap3s1
Q9WU78	PDC6I_MOUSE	Pdcd6ip Aip1 Alix
E9QMU1	E9QMU1_MOUSE	Kif7
O09000	NCOA3_MOUSE	Ncoa3 Aib1 Pcip Rac3 Tram1
Q61033	LAP2A_MOUSE	Tmpo Lap2
Q6ZWX6	IF2A_MOUSE	Eif2s1 Eif2a
Q8VIG0	ZCH14_MOUSE	Zcchc14 Kiaa0579
Q91V61	SFXN3_MOUSE	Sfxn3
G3UZP7	G3UZP7_MOUSE	H2-D1
E9Q5Q0	E9Q5Q0_MOUSE	Atxn2l
F2Z4A3	F2Z4A3_MOUSE	Fat1
Q7TQI3	OTUB1_MOUSE	Otub1
O70152	DPM1_MOUSE	Dpm1
P61222	ABCE1_MOUSE	Abce1 Rli
P61804	DAD1_MOUSE	Dad1
P80314	TCPB_MOUSE	Cct2 Cctb
Q7TQG5	Q7TQG5_MOUSE	Neo1
Q8VC16	LRC14_MOUSE	Lrrc14 Kiaa0014
Q6DFV5	HELZ_MOUSE	Helz Kiaa0054
Q8CIM8	INT4_MOUSE	Ints4
Q80UW8	RPAB1_MOUSE	Polr2e
A0A0A6YX18	A0A0A6YX18_MOUSE	Atp6v1h
P62320	SMD3_MOUSE	Snrpd3
Q8BW10	NOB1_MOUSE	Nob1
Q9JHH9	COPZ2_MOUSE	Copz2
Q99MR8	MCCA_MOUSE	Mccc1 Mcca
O88986	KBL_MOUSE	Gcat Kbl
Q80VB6	Q80VB6_MOUSE	Dclk1 Dcamkl1
O08579	EMD_MOUSE	Emd Sta
Q9CR62	M2OM_MOUSE	Slc25a11
Q62351	TFR1_MOUSE	Tfrc Trfr
Q8BMK4	CKAP4_MOUSE	Ckap4
Q9WVA4	TAGL2_MOUSE	Tagln2 Kiaa0120
Q8C3V4	Q8C3V4_MOUSE	Stat1
Q3UN04	UBP30_MOUSE	Usp30
Q9WVM1	RGAP1_MOUSE	Racgap1 Mgcracgap
D3YUT3	D3YUT3_MOUSE	Rps19
E9Q4Z2	ACACB_MOUSE	Acacb Acc2 Accb
B2RUJ2	B2RUJ2_MOUSE	Erbin Erbb2ip
Q8BX02	KANK2_MOUSE	Kank2 Ankrd25
A0A1D5RLD1	A0A1D5RLD1_MOUSE	Myo9b
Q8C129	LCAP_MOUSE	Lnpep
Q9ERB0	SNP29_MOUSE	Snap29
Q8CJF9	AGO3_MOUSE	Ago3 Eif2c3
Q8BMJ2	SYLC_MOUSE	Lars1 Lars
Q6PCN7	HLTF_MOUSE	Hltf Smarca3 Snf2l3 Zbu1
P43277	H13_MOUSE	H1-3 H1f3 Hist1h1d
O55131	SEPT7_MOUSE	Septin7 Cdc10 Sept7
Q64430	ATP7A_MOUSE	Atp7a Mnk
Q99J27	ACATN_MOUSE	Slc33a1 Acatn
Q3UMR5	MCU_MOUSE	Mcu
Q9CR68	UCRI_MOUSE	Uqcrfs1
A2ACC6	A2ACC6_MOUSE	Ralgapb
P06795	MDR1B_MOUSE	Abcb1b Abcb1 Mdr1 Mdr1b Pgy1 Pgy1-1
Q3U8S1	Q3U8S1_MOUSE	Cd44
Q60715	P4HA1_MOUSE	P4ha1
Q8BXL9	IFFO1_MOUSE	Iffo1 Iffo
E9QM38	E9QM38_MOUSE	Slc12a2
A0A1D5RM92	A0A1D5RM92_MOUSE	Wwp2
A0A0N4SVQ1	A0A0N4SVQ1_MOUSE	Ndufa4
A0A0N4SVB8	A0A0N4SVB8_MOUSE	Arl8b
Q91VT4	CBR4_MOUSE	Cbr4
Q9CSH3	RRP44_MOUSE	Dis3 Kiaa1008 Rrp44
P53690	MMP14_MOUSE	Mmp14 Mtmmp
Q3U186	SYRM_MOUSE	Rars2 Rarsl
Q9DCW4	ETFB_MOUSE	Etfb
Q7TPC1	CDSN_MOUSE	Cdsn
Q9Z1J3	NFS1_MOUSE	Nfs1 Nifs
Q8K1X1	WDR11_MOUSE	Wdr11 Brwd2 Kiaa1351
Q91VD9	NDUS1_MOUSE	Ndufs1
Q80X73	PELO_MOUSE	Pelo
P43274	H14_MOUSE	H1-4 H1f4 Hist1h1e
Q8BJS4	SUN2_MOUSE	Sun2 Unc84b
Q80X95	RRAGA_MOUSE	Rraga
A0A0R4J0I9	A0A0R4J0I9_MOUSE	Lrp1
A1BN54	A1BN54_MOUSE	Actn1 Actn1a
Q6P3A8	ODBB_MOUSE	Bckdhb
Q3TJZ6	FA98A_MOUSE	Fam98a
P62192	PRS4_MOUSE	Psmc1
Q8BXJ2	TREF1_MOUSE	Trerf1
Q99L43	CDS2_MOUSE	Cds2
Q8BP71	RFOX2_MOUSE	Rbfox2 Fox2 Fxh Hrnbp2 Rbm9
Q9JKJ9	CP39A_MOUSE	Cyp39a1
P67871	CSK2B_MOUSE	Csnk2b Ck2n
Q9R1B9	SLIT2_MOUSE	Slit2
Q60987	FOXG1_MOUSE	Foxg1 Fkhl1 Foxg1b Hfhbf1
Q99KV1	DJB11_MOUSE	Dnajb11
Q8BKE6	CP20A_MOUSE	Cyp20a1
P35564	CALX_MOUSE	Canx
Q9CZU4	ERAL1_MOUSE	Eral1 Mera
P15864	H12_MOUSE	H1-2 H1f2 Hist1h1c
H7BX95	H7BX95_MOUSE	Srsf1
Q91XV3	BASP1_MOUSE	Basp1 Nap22
P09411	PGK1_MOUSE	Pgk1 Pgk-1
Q91X84	CRTC3_MOUSE	Crtc3 Torc3
Q9DC23	DJC10_MOUSE	Dnajc10 Erdj5 Jpdi
A0A1L1ST61	A0A1L1ST61_MOUSE	Higd1a
B1AU25	B1AU25_MOUSE	Aifm1
Q9D023	MPC2_MOUSE	Mpc2 Brp44
Q9DBX5	Q9DBX5_MOUSE	Pla2g4a
P48678	LMNA_MOUSE	Lmna Lmn1
Q99K41	EMIL1_MOUSE	Emilin1
P52875	TM165_MOUSE	Tmem165 Tparl
P62869	ELOB_MOUSE	Elob Tceb2
A2AL85	A2AL85_MOUSE	Asph
A0A2C9F2D2	A0A2C9F2D2_MOUSE	Anxa7
P70168	IMB1_MOUSE	Kpnb1 Impnb
Q8BV57	SRCRL_MOUSE	Ssc5d S5D-SRCRB
E9PYJ6	E9PYJ6_MOUSE	Focad BC057079
B2RXT3	B2RXT3_MOUSE	Ogdhl
Q9CWT6	DDX28_MOUSE	Ddx28
A0A0G2JG95	A0A0G2JG95_MOUSE	Pgam5
Q3TP92	CNEP1_MOUSE	Ctdnep1 Dullard
P14873	MAP1B_MOUSE	Map1b Mtap1b Mtap5
P09055	ITB1_MOUSE	Itgb1
B1AUN3	B1AUN3_MOUSE	Eif2b3
Q561M1	Q561M1_MOUSE	Acp1
A2A6Q5	CDC27_MOUSE	Cdc27
Q6ZQK0	CNDD3_MOUSE	Ncapd3 Kiaa0056
Q9QUK3	CLN8_MOUSE	Cln8
Q5SWU9	ACACA_MOUSE	Acaca Acac Gm738
Q8R0J2	Q8R0J2_MOUSE	Mpdu1
P42125	ECI1_MOUSE	Eci1 Dci
A2ATI9	A2ATI9_MOUSE	Gorasp2
Q9DB77	QCR2_MOUSE	Uqcrc2
Z4YJT3	Z4YJT3_MOUSE	Larp1
Q9CQS4	S2546_MOUSE	Slc25a46
Q9QYI5	DNJB2_MOUSE	Dnajb2 Dnajb10
Q99MN1	SYK_MOUSE	Kars1 Kars
Q91ZE0	TMLH_MOUSE	Tmlhe Tmlh
Q8BGQ7	SYAC_MOUSE	Aars1 Aars
A0A0R4J083	A0A0R4J083_MOUSE	Acadl
Q9CW03	SMC3_MOUSE	Smc3 Bam Bmh Cspg6 Mmip1 Smc3l1 Smcd
Q3TZZ7	ESYT2_MOUSE	Esyt2 D12Ertd551e Fam62b
G5E881	G5E881_MOUSE	Tamm41 1500001M20Rik
Q8BJY1	PSMD5_MOUSE	Psmd5 Kiaa0072
Q62261	SPTB2_MOUSE	Sptbn1 Elf Spnb-2 Spnb2 Sptb2
Q9CZW4	ACSL3_MOUSE	Acsl3 Acs3 Facl3
P26350	PTMA_MOUSE	Ptma
P47857	PFKAM_MOUSE	Pfkm Pfk-m Pfka
P40336	VP26A_MOUSE	Vps26a Vps26
Q99LC5	ETFA_MOUSE	Etfa
Q3UHU5	MTCL1_MOUSE	Mtcl1 Ccdc165 Kiaa0802 Soga2
D3YZW7	D3YZW7_MOUSE	Atg16l1
Q8CJG1	AGO1_MOUSE	Ago1 Eif2c1
B2RXW8	B2RXW8_MOUSE	Ppfia1
A0A494B9L0	A0A494B9L0_MOUSE	Akap8l
Q9ERU9	RBP2_MOUSE	Ranbp2
D3YYM6	D3YYM6_MOUSE	Rps5
Q9D1R1	T126B_MOUSE	Tmem126b
Q8R0G9	NU133_MOUSE	Nup133
P62827	RAN_MOUSE	Ran Rasl2-8
Q8K2J7	RELL1_MOUSE	Rell1
A0A338P6U4	A0A338P6U4_MOUSE	Parl
Q91VA7	Q91VA7_MOUSE	Idh3b
P62806	H4_MOUSE	H4c1 Hist1h4a; H4c2 H4-53 Hist1h4b; H4c3 H4-12 Hist1h4c; H4c4 Hist1h4d; H4c6 Hist1h4f; H4c8 Hist1h4h; H4c9 Hist1h4i; H4c11 Hist1h4j; H4c12 Hist1h4k; Hist1h4m; H4c14 Hist2h4 Hist2h4a; H4f16 Hist4h4
Q9DCH4	EIF3F_MOUSE	Eif3f Eif3s5
G3X922	G3X922_MOUSE	Dnajc13
Q9Z2I8	SUCB2_MOUSE	Suclg2
D3Z7T4	D3Z7T4_MOUSE	Hdac10
A0A571BEU3	A0A571BEU3_MOUSE	Shank3
Q9Z2I9	SUCB1_MOUSE	Sucla2
Q80TF3	PCD19_MOUSE	Pcdh19 Kiaa1313
O35654	DPOD2_MOUSE	Pold2
E9Q1S3	E9Q1S3_MOUSE	Sec23a
O88952	LIN7C_MOUSE	Lin7c Mals3 Veli3
P25444	RS2_MOUSE	Rps2 Llrep3 Rps4
Z4YJY0	Z4YJY0_MOUSE	Abraxas2
F6U6X3	F6U6X3_MOUSE	Dyrk1a
P62627	DLRB1_MOUSE	Dynlrb1 Dncl2a Dnlc2a
Q91VC3	IF4A3_MOUSE	Eif4a3 Ddx48
Q571K4	TAB3_MOUSE	Tab3 Kiaa4135 Map3k7ip3
Q8R2N2	UTP4_MOUSE	Utp4 Cirh1a Kiaa1988 Tex292
Q6DID7	WLS_MOUSE	Wls Gpr177
Q922Q8	LRC59_MOUSE	Lrrc59
Q9D8N2	DEN10_MOUSE	Dennd10 Fam45a
Q91XX1	Q91XX1_MOUSE	Pcdhgc3
Q8BY71	HAT1_MOUSE	Hat1
Q9Z2V5	HDAC6_MOUSE	Hdac6
P50428	ARSA_MOUSE	Arsa As2
Q9CQS8	SC61B_MOUSE	Sec61b
Q91YT7	YTHD2_MOUSE	Ythdf2
P07356	ANXA2_MOUSE	Anxa2 Anx2 Cal1h
P34152	FAK1_MOUSE	Ptk2 Fadk Fak Fak1 Kiaa4203
Q9CWS4	INT11_MOUSE	Ints11 Cpsf3l
Q6ZWN5	RS9_MOUSE	Rps9
Q8VCH6	DHC24_MOUSE	Dhcr24 Kiaa0018
Q9CPR4	RL17_MOUSE	Rpl17
Q9DCT5	SDF2_MOUSE	Sdf2
D3YUY3	D3YUY3_MOUSE	Pip5k1a
Q921U8	SMTN_MOUSE	Smtn Smsmo
D3Z645	D3Z645_MOUSE	Vps29
Q3UF75	Q3UF75_MOUSE	Parva
P61965	WDR5_MOUSE	Wdr5 Big Big3
Q9D8B3	CHM4B_MOUSE	Chmp4b
D3Z5I1	D3Z5I1_MOUSE	Zc3hav1
H9KV01	H9KV01_MOUSE	Son
B1ASP2	B1ASP2_MOUSE	Jak1
P46467	VPS4B_MOUSE	Vps4b Skd1
P14069	S10A6_MOUSE	S100a6 Cacy
Q9CQE8	RTRAF_MOUSE	RTRAF
Q9QXX4	CMC2_MOUSE	Slc25a13 Aralar2
P61211	ARL1_MOUSE	Arl1
P04184	KITH_MOUSE	Tk1 Tk-1
R4H4V1	R4H4V1_MOUSE	Scyl1
A2AFQ2	A2AFQ2_MOUSE	Hsd17b10
E9QPW4	E9QPW4_MOUSE	Cep295 5830418K08Rik
Q08093	CNN2_MOUSE	Cnn2
Q8K3G5	VRK3_MOUSE	Vrk3
P62702	RS4X_MOUSE	Rps4x Rps4
Q9Z175	LOXL3_MOUSE	Loxl3 Lor2
Q922F4	TBB6_MOUSE	Tubb6
P12382	PFKAL_MOUSE	Pfkl Pfk-l Pfkb
D3Z286	D3Z286_MOUSE	Tmppe Glb1
B2M1R6	B2M1R6_MOUSE	Hnrnpk Hnrpk
Q80ZX0	Q80ZX0_MOUSE	Sec24b
P62849	RS24_MOUSE	Rps24
A0A0U1RNJ1	A0A0U1RNJ1_MOUSE	Fasn
Q8K4E0	ALMS1_MOUSE	Alms1 Kiaa0328
P19324	SERPH_MOUSE	Serpinh1 Cbp1 Hsp47
Q5Y5T5	ZDHC8_MOUSE	Zdhhc8
E9QN08	E9QN08_MOUSE	Eef1d
Q8C3X8	LMF2_MOUSE	Lmf2 Tmem112b Tmem153
Q8BH74	NU107_MOUSE	Nup107
A0A0N5E9G7	A0A0N5E9G7_MOUSE	Rfc1
Q9JJE7	FADS3_MOUSE	Fads3 MNCb-0629
Q60749	KHDR1_MOUSE	Khdrbs1
Q91VR5	DDX1_MOUSE	Ddx1
Q9D0M5	DYL2_MOUSE	Dynll2 Dlc2
P58871	TB182_MOUSE	Tnks1bp1 Kiaa1741 Tab182
Q9ESP1	SDF2L_MOUSE	Sdf2l1
Q5SYH2	TM199_MOUSE	Tmem199
P48759	PTX3_MOUSE	Ptx3 Tsg14
P52432	RPAC1_MOUSE	Polr1c Rpo1-1
H7BX26	H7BX26_MOUSE	Cep170
Q8CDN6	TXNL1_MOUSE	Txnl1 Trp32 Txnl
Q70FJ1	AKAP9_MOUSE	Akap9 Kiaa0803
Q9D662	SC23B_MOUSE	Sec23b
Q9Z0P4	PALM_MOUSE	Palm
P54823	DDX6_MOUSE	Ddx6 Hlr2 Rck
Q8K1R3	PNPT1_MOUSE	Pnpt1 Pnpase
Q61102	ABCB7_MOUSE	Abcb7 Abc7
F8WI35	F8WI35_MOUSE	H3f3a
A0A1D5RMC1	A0A1D5RMC1_MOUSE	Dync1li2
P62814	VATB2_MOUSE	Atp6v1b2 Atp6b2 Vat2
Q9CWJ9	PUR9_MOUSE	Atic Purh
Q3U2P1	SC24A_MOUSE	Sec24a
Q8VEM8	MPCP_MOUSE	Slc25a3
Q9Z2X1	HNRPF_MOUSE	Hnrnpf Hnrpf
E9PY55	E9PY55_MOUSE	Ncor2
G3UWY0	G3UWY0_MOUSE	Guf1
Q3THS6	METK2_MOUSE	Mat2a
Q8BG51	MIRO1_MOUSE	Rhot1 Arht1
Q3TQ29	Q3TQ29_MOUSE	Pum2
Q8BWB6	STEA2_MOUSE	Steap2
P62274	RS29_MOUSE	Rps29
Q9D0R8	LSM12_MOUSE	Lsm12
Q64523	H2A2C_MOUSE	H2ac20 Hist2h2ab Hist2h2ac
Q60596	XRCC1_MOUSE	Xrcc1 Xrcc-1
A3KGB4	TBC8B_MOUSE	Tbc1d8b
D3YTR6	D3YTR6_MOUSE	Spns1
Q99P72	RTN4_MOUSE	Rtn4 Kiaa0886 Nogo
Q62186	SSRD_MOUSE	Ssr4
Q9CU62	SMC1A_MOUSE	Smc1a Sb1.8 Smc1 Smc1l1 Smcb
Q8QZY1	EIF3L_MOUSE	Eif3l Eif3eip Eif3s6ip Paf67
Q9D6R2	IDH3A_MOUSE	Idh3a
O54916	REPS1_MOUSE	Reps1
Q8BXC6	COMD2_MOUSE	Commd2
E9QKZ2	E9QKZ2_MOUSE	Ipo9
E9PV90	E9PV90_MOUSE	Slc25a22
P47915	RL29_MOUSE	Rpl29 Rpl43
Q8VC70	RBMS2_MOUSE	Rbms2
Q8BGF7	PAN2_MOUSE	Pan2 Kiaa0710 Usp52
Q9Z0V7	TI17B_MOUSE	Timm17b Tim17b
P10605	CATB_MOUSE	Ctsb
Q9CXE7	TMED5_MOUSE	Tmed5
E9Q517	E9Q517_MOUSE	Slc6a9
Q3UC82	Q3UC82_MOUSE	Lig3
Q8BH07	AR6P6_MOUSE	Arl6ip6
P46471	PRS7_MOUSE	Psmc2 Mss1
D3YTT4	D3YTT4_MOUSE	Acad8
P62264	RS14_MOUSE	Rps14
Q9ESX5	DKC1_MOUSE	Dkc1
H7BXC3	H7BXC3_MOUSE	Tpi1
Q9JKF1	IQGA1_MOUSE	Iqgap1
Q8VEB2	SAV1_MOUSE	Sav1 Ww45 Wwp3
Q9CQ65	MTAP_MOUSE	Mtap
Q9JKV1	ADRM1_MOUSE	Adrm1 Gp110
Q8CGY8	OGT1_MOUSE	Ogt
